"areacode","areaname","procode3","CountAdm"
"E10000011","East Sussex","RXK",2
"E10000011","East Sussex","RDY",2
"E10000011","East Sussex","RWA",1
"E10000011","East Sussex","RH5",1
"E10000011","East Sussex","RM3",1
"E10000011","East Sussex","RNS",5
"E10000011","East Sussex","RV3",1
"E10000011","East Sussex","RMY",1
"E10000011","East Sussex","RAJ",2
"E10000011","East Sussex","RP5",1
"E10000011","East Sussex","RQ3",1
"E10000011","East Sussex","RW1",1
"E10000011","East Sussex","RWY",1
"E10000011","East Sussex","RVW",1
"E10000012","Essex","RDD",31830
"E10000012","Essex","RQ8",35966
"E10000012","Essex","R1L",2571
"E10000012","Essex","RAJ",18455
"E10000012","Essex","R1H",5564
"E10000012","Essex","RF4",3960
"E10000012","Essex","RDE",39565
"E10000012","Essex","RJ1",217
"E10000012","Essex","RRV",361
"E10000012","Essex","RAL",266
"E10000012","Essex","RYJ",124
"E10000012","Essex","RGT",4152
"E10000012","Essex","RJZ",65
"E10000012","Essex","RQM",55
"E10000012","Essex","RXC",37
"E10000012","Essex","RGR",382
"E10000012","Essex","RQW",20906
"E10000012","Essex","R1K",78
"E10000012","Essex","RN7",46
"E10000012","Essex","RGP",75
"E10000012","Essex","RQX",102
"E10000012","Essex","RP6",206
"E10000012","Essex","RM1",107
"E10000012","Essex","RYR",36
"E10000012","Essex","RP4",48
"E10000012","Essex","RAP",209
"E10000012","Essex","RDU",35
"E10000012","Essex","RAN",28
"E10000012","Essex","RTH",40
"E10000012","Essex","RA9",21
"E10000012","Essex","RT3",59
"E10000012","Essex","RDZ",22
"E10000012","Essex","RPY",34
"E10000012","Essex","RXQ",22
"E10000012","Essex","RC9",29
"E10000012","Essex","RJ2",46
"E10000012","Essex","RVV",45
"E10000012","Essex","RJ7",51
"E10000012","Essex","RNQ",13
"E10000012","Essex","RAX",16
"E10000012","Essex","RHU",13
"E10000012","Essex","RJE",15
"E10000012","Essex","RRK",36
"E10000012","Essex","REF",42
"E10000012","Essex","RK9",18
"E10000012","Essex","RTP",23
"E10000012","Essex","RGN",32
"E10000012","Essex","RHM",24
"E10000012","Essex","RWK",11
"E10000012","Essex","RAT",20
"E10000012","Essex","RCX",42
"E10000012","Essex","RTK",12
"E10000012","Essex","RWD",23
"E10000012","Essex","RAS",21
"E10000012","Essex","RTF",10
"E10000012","Essex","RGM",77
"E10000012","Essex","RPA",22
"E10000012","Essex","RWF",38
"E10000012","Essex","RX1",21
"E10000012","Essex","RXH",27
"E10000012","Essex","RJ6",10
"E10000012","Essex","RKE",25
"E10000012","Essex","RTD",7
"E10000012","Essex","RXW",9
"E10000012","Essex","RBZ",19
"E10000012","Essex","RN5",18
"E10000012","Essex","RWH",233
"E10000012","Essex","RCB",27
"E10000012","Essex","RNS",16
"E10000012","Essex","RN3",18
"E10000012","Essex","RA2",16
"E10000012","Essex","RBS",2
"E10000012","Essex","RTE",16
"E10000012","Essex","RXP",8
"E10000012","Essex","RBA",17
"E10000012","Essex","REM",14
"E10000012","Essex","RFS",12
"E10000012","Essex","RT5",1
"E10000012","Essex","RXL",9
"E10000012","Essex","RA4",10
"E10000012","Essex","RHW",18
"E10000012","Essex","RP5",6
"E10000012","Essex","RWE",15
"E10000012","Essex","RWG",35
"E10000012","Essex","RBD",13
"E10000012","Essex","RD1",20
"E10000012","Essex","RPC",3
"E10000012","Essex","RXF",3
"E10000012","Essex","R1F",9
"E10000012","Essex","RJC",10
"E10000012","Essex","RK5",7
"E10000012","Essex","RWJ",5
"E10000012","Essex","RX2",2
"E10000012","Essex","RXK",9
"E10000012","Essex","RD8",21
"E10000012","Essex","RKB",15
"E10000012","Essex","RVR",16
"E10000012","Essex","RYV",1
"E10000012","Essex","RH8",28
"E10000012","Essex","RXY",2
"E10000012","Essex","RWY",5
"E10000012","Essex","RMY",9
"E10000012","Essex","RD3",22
"E10000012","Essex","RW6",4
"E10000012","Essex","RNL",15
"E10000012","Essex","RR8",9
"E10000012","Essex","RVJ",11
"E10000012","Essex","RLQ",12
"E10000012","Essex","RM3",6
"E10000012","Essex","RTG",21
"E10000012","Essex","RTX",12
"E10000012","Essex","RMP",1
"E10000012","Essex","R0A",18
"E10000012","Essex","RJR",2
"E10000012","Essex","RLT",1
"E10000012","Essex","RXN",4
"E10000012","Essex","RL4",3
"E10000012","Essex","RWP",5
"E10000012","Essex","RNA",3
"E10000012","Essex","RA7",19
"E10000012","Essex","RTR",8
"E10000012","Essex","RCD",4
"E10000012","Essex","RWA",6
"E10000012","Essex","RBV",1
"E10000012","Essex","RRE",1
"E10000012","Essex","RC1",14
"E10000012","Essex","RNZ",11
"E10000012","Essex","RJL",4
"E10000012","Essex","RW1",1
"E10000012","Essex","RBT",5
"E10000012","Essex","RCF",3
"E10000012","Essex","REN",1
"E10000012","Essex","RFF",2
"E10000012","Essex","RHQ",4
"E10000012","Essex","RDR",1
"E10000012","Essex","RJN",2
"E10000012","Essex","RVW",5
"E10000012","Essex","NQ1",55
"E10000012","Essex","RBN",5
"E10000012","Essex","RJ8",1
"E10000012","Essex","RRF",1
"E10000012","Essex","RAE",2
"E10000012","Essex","R0B",2
"E10000012","Essex","RWW",2
"E10000012","Essex","RMC",2
"E10000012","Essex","RA3",4
"E10000012","Essex","RCU",1
"E10000012","Essex","REP",1
"E10000012","Essex","RH5",1
"E10000012","Essex","RBL",4
"E10000012","Essex","RV3",1
"E10000012","Essex","RWR",3
"E10000012","Essex","RVY",1
"E10000012","Essex","RBK",1
"E10000012","Essex","RR7",3
"E10000012","Essex","RXR",1
"E10000012","Essex","RXG",2
"E10000012","Essex","RFR",1
"E10000012","Essex","TAD",1
"E10000012","Essex","RP7",1
"E10000013","Gloucestershire","RTE",52002
"E10000013","Gloucestershire","RTQ",643
"E10000013","Gloucestershire","RA7",721
"E10000013","Gloucestershire","RVJ",953
"E10000013","Gloucestershire","R1J",475
"E10000013","Gloucestershire","RTH",545
"E10000013","Gloucestershire","RN3",2462
"E10000013","Gloucestershire","RWP",156
"E10000013","Gloucestershire","RRK",111
"E10000013","Gloucestershire","RA9",32
"E10000013","Gloucestershire","REF",45
"E10000013","Gloucestershire","RLQ",148
"E10000013","Gloucestershire","RRV",16
"E10000013","Gloucestershire","RD1",88
"E10000013","Gloucestershire","RA3",26
"E10000013","Gloucestershire","RDZ",22
"E10000013","Gloucestershire","RK9",24
"E10000013","Gloucestershire","RDU",35
"E10000013","Gloucestershire","RBA",37
"E10000013","Gloucestershire","RH8",31
"E10000013","Gloucestershire","RJC",268
"E10000013","Gloucestershire","RNU",8
"E10000013","Gloucestershire","RYR",11
"E10000013","Gloucestershire","R0A",22
"E10000013","Gloucestershire","RWG",7
"E10000013","Gloucestershire","RXC",9
"E10000013","Gloucestershire","RKB",31
"E10000013","Gloucestershire","RNL",7
"E10000013","Gloucestershire","RWF",9
"E10000013","Gloucestershire","R1F",9
"E10000013","Gloucestershire","RD3",15
"E10000013","Gloucestershire","REM",10
"E10000013","Gloucestershire","RAX",9
"E10000013","Gloucestershire","RXK",24
"E10000013","Gloucestershire","RXQ",20
"E10000013","Gloucestershire","RBD",13
"E10000013","Gloucestershire","RKE",4
"E10000013","Gloucestershire","RYJ",14
"E10000013","Gloucestershire","RCB",12
"E10000013","Gloucestershire","RT3",9
"E10000013","Gloucestershire","RVW",5
"E10000013","Gloucestershire","RQM",19
"E10000013","Gloucestershire","RHM",11
"E10000013","Gloucestershire","RN5",12
"E10000013","Gloucestershire","RXH",8
"E10000013","Gloucestershire","RA4",7
"E10000013","Gloucestershire","RCX",7
"E10000013","Gloucestershire","RHW",12
"E10000013","Gloucestershire","RM1",8
"E10000013","Gloucestershire","RDE",8
"E10000013","Gloucestershire","RJE",9
"E10000013","Gloucestershire","RWE",15
"E10000013","Gloucestershire","RAS",2
"E10000013","Gloucestershire","RBT",7
"E10000013","Gloucestershire","RTX",10
"E10000013","Gloucestershire","RGT",6
"E10000013","Gloucestershire","RNZ",12
"E10000013","Gloucestershire","RVV",3
"E10000013","Gloucestershire","RX1",5
"E10000013","Gloucestershire","RXN",5
"E10000013","Gloucestershire","R1A",7
"E10000013","Gloucestershire","RVR",4
"E10000013","Gloucestershire","RXR",5
"E10000013","Gloucestershire","RXW",10
"E10000013","Gloucestershire","R1K",11
"E10000013","Gloucestershire","RJ6",3
"E10000013","Gloucestershire","RN7",3
"E10000013","Gloucestershire","RH5",3
"E10000013","Gloucestershire","RJ7",11
"E10000013","Gloucestershire","RNQ",3
"E10000013","Gloucestershire","RXP",3
"E10000013","Gloucestershire","RC1",3
"E10000013","Gloucestershire","RD8",2
"E10000013","Gloucestershire","RHQ",3
"E10000013","Gloucestershire","RM3",4
"E10000013","Gloucestershire","RP6",2
"E10000013","Gloucestershire","RTG",6
"E10000013","Gloucestershire","RXY",1
"E10000013","Gloucestershire","R1H",20
"E10000013","Gloucestershire","RAL",6
"E10000013","Gloucestershire","RJ2",7
"E10000013","Gloucestershire","RA2",8
"E10000013","Gloucestershire","RBZ",28
"E10000013","Gloucestershire","RF4",2
"E10000013","Gloucestershire","RJ1",18
"E10000013","Gloucestershire","RTD",4
"E10000013","Gloucestershire","RWH",8
"E10000013","Gloucestershire","RP5",3
"E10000013","Gloucestershire","RVN",7
"E10000013","Gloucestershire","RX2",1
"E10000013","Gloucestershire","RTK",5
"E10000013","Gloucestershire","RPY",7
"E10000013","Gloucestershire","RFR",5
"E10000013","Gloucestershire","RTP",10
"E10000013","Gloucestershire","RNS",5
"E10000013","Gloucestershire","RYG",2
"E10000013","Gloucestershire","RQX",4
"E10000013","Gloucestershire","RRJ",3
"E10000013","Gloucestershire","RGN",3
"E10000013","Gloucestershire","RQ8",6
"E10000013","Gloucestershire","RDD",4
"E10000013","Gloucestershire","RWW",1
"E10000013","Gloucestershire","RHU",6
"E10000013","Gloucestershire","RW5",1
"E10000013","Gloucestershire","RL4",7
"E10000013","Gloucestershire","RPA",3
"E10000013","Gloucestershire","RTF",3
"E10000013","Gloucestershire","RQ3",6
"E10000013","Gloucestershire","RNA",3
"E10000013","Gloucestershire","RW6",1
"E10000013","Gloucestershire","TAJ",1
"E10000013","Gloucestershire","RBN",1
"E10000013","Gloucestershire","RDY",3
"E10000013","Gloucestershire","RXL",2
"E10000013","Gloucestershire","RJN",1
"E10000013","Gloucestershire","RR8",1
"E10000013","Gloucestershire","RC9",4
"E10000013","Gloucestershire","RCF",1
"E10000013","Gloucestershire","RJZ",6
"E10000013","Gloucestershire","RMC",2
"E10000013","Gloucestershire","RMP",1
"E10000013","Gloucestershire","RAE",1
"E10000013","Gloucestershire","RGM",1
"E10000013","Gloucestershire","RWA",1
"E10000013","Gloucestershire","RWD",2
"E10000013","Gloucestershire","RAP",1
"E10000013","Gloucestershire","RJL",2
"E10000013","Gloucestershire","RP7",1
"E10000013","Gloucestershire","RWK",3
"E10000013","Gloucestershire","RK5",2
"E10000013","Gloucestershire","RBK",2
"E10000013","Gloucestershire","RTR",2
"E10000013","Gloucestershire","RAJ",2
"E10000013","Gloucestershire","RGP",3
"E10000013","Gloucestershire","RCD",2
"E10000013","Gloucestershire","RWX",1
"E10000013","Gloucestershire","RX3",1
"E10000013","Gloucestershire","RCU",1
"E10000013","Gloucestershire","RWY",1
"E10000013","Gloucestershire","RT5",1
"E10000013","Gloucestershire","RFF",9
"E10000013","Gloucestershire","RWJ",3
"E10000013","Gloucestershire","REN",2
"E10000013","Gloucestershire","RVY",1
"E10000013","Gloucestershire","R0B",1
"E10000013","Gloucestershire","RQW",1
"E10000013","Gloucestershire","RL1",1
"E10000013","Gloucestershire","RW1",1
"E10000013","Gloucestershire","RJR",1
"E10000014","Hampshire","RN5",40968
"E10000014","Hampshire","RDU",17478
"E10000014","Hampshire","RHM",28748
"E10000014","Hampshire","RHW",295
"E10000014","Hampshire","RW1",3043
"E10000014","Hampshire","RA2",4097
"E10000014","Hampshire","RHU",36104
"E10000014","Hampshire","RTH",176
"E10000014","Hampshire","RNZ",2694
"E10000014","Hampshire","RJ1",152
"E10000014","Hampshire","RJ7",232
"E10000014","Hampshire","RN3",70
"E10000014","Hampshire","RDZ",5009
"E10000014","Hampshire","RT3",60
"E10000014","Hampshire","RJZ",47
"E10000014","Hampshire","REF",93
"E10000014","Hampshire","RYR",695
"E10000014","Hampshire","RWG",22
"E10000014","Hampshire","RBZ",37
"E10000014","Hampshire","RD3",747
"E10000014","Hampshire","R1K",35
"E10000014","Hampshire","R1F",68
"E10000014","Hampshire","RTK",102
"E10000014","Hampshire","RYJ",66
"E10000014","Hampshire","RRV",48
"E10000014","Hampshire","RA7",27
"E10000014","Hampshire","RVJ",35
"E10000014","Hampshire","RWX",10
"E10000014","Hampshire","RBD",88
"E10000014","Hampshire","RA9",46
"E10000014","Hampshire","RH8",49
"E10000014","Hampshire","RA4",28
"E10000014","Hampshire","RPY",36
"E10000014","Hampshire","RQM",99
"E10000014","Hampshire","RP6",11
"E10000014","Hampshire","RTG",20
"E10000014","Hampshire","RXQ",28
"E10000014","Hampshire","R1H",48
"E10000014","Hampshire","RK9",47
"E10000014","Hampshire","RXH",54
"E10000014","Hampshire","RWF",21
"E10000014","Hampshire","RRK",35
"E10000014","Hampshire","R0A",13
"E10000014","Hampshire","RXW",18
"E10000014","Hampshire","RAS",20
"E10000014","Hampshire","RTP",39
"E10000014","Hampshire","RAX",43
"E10000014","Hampshire","RXC",39
"E10000014","Hampshire","RTX",13
"E10000014","Hampshire","RBA",31
"E10000014","Hampshire","RTD",9
"E10000014","Hampshire","RTE",34
"E10000014","Hampshire","RC9",8
"E10000014","Hampshire","RGT",26
"E10000014","Hampshire","RJC",11
"E10000014","Hampshire","RNU",4
"E10000014","Hampshire","RVV",19
"E10000014","Hampshire","RGN",10
"E10000014","Hampshire","RWH",21
"E10000014","Hampshire","RX1",9
"E10000014","Hampshire","RJ2",16
"E10000014","Hampshire","RAL",30
"E10000014","Hampshire","RD1",41
"E10000014","Hampshire","RDY",10
"E10000014","Hampshire","RL4",4
"E10000014","Hampshire","RN7",8
"E10000014","Hampshire","RR8",10
"E10000014","Hampshire","RV5",2
"E10000014","Hampshire","RW4",1
"E10000014","Hampshire","RWD",12
"E10000014","Hampshire","RWE",12
"E10000014","Hampshire","RWJ",9
"E10000014","Hampshire","RXF",4
"E10000014","Hampshire","RXP",7
"E10000014","Hampshire","RM1",14
"E10000014","Hampshire","RMC",3
"E10000014","Hampshire","RQW",7
"E10000014","Hampshire","RWA",10
"E10000014","Hampshire","RAJ",4
"E10000014","Hampshire","RC1",13
"E10000014","Hampshire","RDD",11
"E10000014","Hampshire","RFS",7
"E10000014","Hampshire","RJ6",12
"E10000014","Hampshire","RNQ",11
"E10000014","Hampshire","REM",10
"E10000014","Hampshire","RBK",2
"E10000014","Hampshire","RBL",7
"E10000014","Hampshire","RJE",13
"E10000014","Hampshire","RVW",8
"E10000014","Hampshire","RA3",7
"E10000014","Hampshire","RP4",4
"E10000014","Hampshire","RTF",7
"E10000014","Hampshire","RXN",3
"E10000014","Hampshire","RKE",2
"E10000014","Hampshire","RQX",12
"E10000014","Hampshire","RR7",4
"E10000014","Hampshire","RWK",8
"E10000014","Hampshire","RWY",3
"E10000014","Hampshire","RXK",5
"E10000014","Hampshire","RXL",8
"E10000014","Hampshire","RXX",156
"E10000014","Hampshire","RCB",18
"E10000014","Hampshire","RDE",19
"E10000014","Hampshire","RGP",6
"E10000014","Hampshire","RQ8",7
"E10000014","Hampshire","RAN",11
"E10000014","Hampshire","RGM",6
"E10000014","Hampshire","RJ8",2
"E10000014","Hampshire","RKB",19
"E10000014","Hampshire","RLQ",5
"E10000014","Hampshire","RPC",31
"E10000014","Hampshire","RVR",46
"E10000014","Hampshire","RNL",12
"E10000014","Hampshire","RNS",16
"E10000014","Hampshire","RCX",8
"E10000014","Hampshire","RPA",10
"E10000014","Hampshire","RAP",6
"E10000014","Hampshire","RNA",2
"E10000014","Hampshire","RTR",7
"E10000014","Hampshire","RF4",6
"E10000014","Hampshire","RX2",6
"E10000014","Hampshire","RCD",5
"E10000014","Hampshire","RHQ",7
"E10000014","Hampshire","RBN",4
"E10000014","Hampshire","RQ3",1
"E10000014","Hampshire","RGR",10
"E10000014","Hampshire","RWP",9
"E10000014","Hampshire","RBT",6
"E10000014","Hampshire","RAE",6
"E10000014","Hampshire","RVN",6
"E10000014","Hampshire","NDA",1
"E10000014","Hampshire","R1C",1
"E10000014","Hampshire","RXR",6
"E10000014","Hampshire","RVY",3
"E10000014","Hampshire","RFF",8
"E10000014","Hampshire","RK5",2
"E10000014","Hampshire","RD8",17
"E10000014","Hampshire","RCF",3
"E10000014","Hampshire","RH5",7
"E10000014","Hampshire","RET",1
"E10000014","Hampshire","RM3",2
"E10000014","Hampshire","RX3",2
"E10000014","Hampshire","RJR",5
"E10000014","Hampshire","R0B",4
"E10000014","Hampshire","RJL",5
"E10000014","Hampshire","RYV",2
"E10000014","Hampshire","RLT",1
"E10000014","Hampshire","RRF",2
"E10000014","Hampshire","RDR",1
"E10000014","Hampshire","RW6",2
"E10000014","Hampshire","RV3",1
"E10000014","Hampshire","RWW",6
"E10000014","Hampshire","RJN",1
"E10000014","Hampshire","R1L",2
"E10000014","Hampshire","RCU",2
"E10000014","Hampshire","RNN",1
"E10000014","Hampshire","RHA",1
"E10000014","Hampshire","AXG",2
"E10000014","Hampshire","RBS",1
"E10000014","Hampshire","RRE",1
"E10000015","Hertfordshire","RQW",11943
"E10000015","Hertfordshire","RAL",9677
"E10000015","Hertfordshire","RAP",1349
"E10000015","Hertfordshire","RWH",39622
"E10000015","Hertfordshire","R1H",490
"E10000015","Hertfordshire","RRV",905
"E10000015","Hertfordshire","RQ8",278
"E10000015","Hertfordshire","RGT",2354
"E10000015","Hertfordshire","RWR",318
"E10000015","Hertfordshire","RF4",81
"E10000015","Hertfordshire","RDD",99
"E10000015","Hertfordshire","RP6",246
"E10000015","Hertfordshire","RWG",39181
"E10000015","Hertfordshire","RJ1",219
"E10000015","Hertfordshire","RC9",4533
"E10000015","Hertfordshire","RKE",54
"E10000015","Hertfordshire","RYJ",685
"E10000015","Hertfordshire","RQX",47
"E10000015","Hertfordshire","R1K",804
"E10000015","Hertfordshire","RT3",528
"E10000015","Hertfordshire","RDE",87
"E10000015","Hertfordshire","RQM",179
"E10000015","Hertfordshire","RCX",36
"E10000015","Hertfordshire","RJ7",61
"E10000015","Hertfordshire","RP4",54
"E10000015","Hertfordshire","RJC",17
"E10000015","Hertfordshire","RXH",32
"E10000015","Hertfordshire","RDU",111
"E10000015","Hertfordshire","RJZ",62
"E10000015","Hertfordshire","RGP",52
"E10000015","Hertfordshire","RD8",79
"E10000015","Hertfordshire","RM1",53
"E10000015","Hertfordshire","RRK",36
"E10000015","Hertfordshire","RAN",43
"E10000015","Hertfordshire","R1L",12
"E10000015","Hertfordshire","RN7",12
"E10000015","Hertfordshire","RXR",9
"E10000015","Hertfordshire","RAJ",15
"E10000015","Hertfordshire","RC1",103
"E10000015","Hertfordshire","RGN",39
"E10000015","Hertfordshire","RHU",18
"E10000015","Hertfordshire","RP5",11
"E10000015","Hertfordshire","RTH",139
"E10000015","Hertfordshire","RPY",35
"E10000015","Hertfordshire","RKB",13
"E10000015","Hertfordshire","RA7",22
"E10000015","Hertfordshire","RDZ",37
"E10000015","Hertfordshire","RGR",21
"E10000015","Hertfordshire","RXC",26
"E10000015","Hertfordshire","RBD",31
"E10000015","Hertfordshire","RK9",18
"E10000015","Hertfordshire","RVW",4
"E10000015","Hertfordshire","R1F",18
"E10000015","Hertfordshire","RH8",21
"E10000015","Hertfordshire","RXQ",1936
"E10000015","Hertfordshire","RWD",22
"E10000015","Hertfordshire","RGM",27
"E10000015","Hertfordshire","RNS",40
"E10000015","Hertfordshire","RJ2",22
"E10000015","Hertfordshire","RAX",27
"E10000015","Hertfordshire","RVV",21
"E10000015","Hertfordshire","RAS",168
"E10000015","Hertfordshire","RCB",34
"E10000015","Hertfordshire","RTF",12
"E10000015","Hertfordshire","RTP",10
"E10000015","Hertfordshire","RVJ",11
"E10000015","Hertfordshire","RXL",5
"E10000015","Hertfordshire","R0B",6
"E10000015","Hertfordshire","RJE",11
"E10000015","Hertfordshire","RTK",21
"E10000015","Hertfordshire","RYR",29
"E10000015","Hertfordshire","RA9",19
"E10000015","Hertfordshire","RBT",9
"E10000015","Hertfordshire","RXF",5
"E10000015","Hertfordshire","RXW",13
"E10000015","Hertfordshire","RN5",17
"E10000015","Hertfordshire","RPA",8
"E10000015","Hertfordshire","RWE",20
"E10000015","Hertfordshire","RWF",16
"E10000015","Hertfordshire","RYV",8
"E10000015","Hertfordshire","RA4",7
"E10000015","Hertfordshire","REM",14
"E10000015","Hertfordshire","RXK",6
"E10000015","Hertfordshire","RXN",3
"E10000015","Hertfordshire","RBZ",10
"E10000015","Hertfordshire","RD3",27
"E10000015","Hertfordshire","RXP",8
"E10000015","Hertfordshire","RVY",2
"E10000015","Hertfordshire","REF",39
"E10000015","Hertfordshire","RHM",28
"E10000015","Hertfordshire","RNA",1
"E10000015","Hertfordshire","RNL",10
"E10000015","Hertfordshire","RTR",6
"E10000015","Hertfordshire","RX1",17
"E10000015","Hertfordshire","RNQ",11
"E10000015","Hertfordshire","RNU",5
"E10000015","Hertfordshire","RV3",7
"E10000015","Hertfordshire","RTE",25
"E10000015","Hertfordshire","RBA",12
"E10000015","Hertfordshire","RBK",3
"E10000015","Hertfordshire","RHW",20
"E10000015","Hertfordshire","RA2",14
"E10000015","Hertfordshire","RLQ",15
"E10000015","Hertfordshire","RD1",19
"E10000015","Hertfordshire","RLT",5
"E10000015","Hertfordshire","RVR",12
"E10000015","Hertfordshire","RN3",12
"E10000015","Hertfordshire","RBS",2
"E10000015","Hertfordshire","RR8",12
"E10000015","Hertfordshire","RWY",4
"E10000015","Hertfordshire","RWA",6
"E10000015","Hertfordshire","R0A",20
"E10000015","Hertfordshire","RRF",2
"E10000015","Hertfordshire","RAE",6
"E10000015","Hertfordshire","RNZ",11
"E10000015","Hertfordshire","RWK",14
"E10000015","Hertfordshire","RCD",5
"E10000015","Hertfordshire","RTG",12
"E10000015","Hertfordshire","RHQ",6
"E10000015","Hertfordshire","RJ8",1
"E10000015","Hertfordshire","RTD",15
"E10000015","Hertfordshire","RMY",5
"E10000015","Hertfordshire","RWP",6
"E10000015","Hertfordshire","RJN",6
"E10000015","Hertfordshire","RJ6",5
"E10000015","Hertfordshire","RK5",6
"E10000015","Hertfordshire","RV5",1
"E10000015","Hertfordshire","RT1",17
"E10000015","Hertfordshire","RJR",6
"E10000015","Hertfordshire","RR7",2
"E10000015","Hertfordshire","RXY",1
"E10000015","Hertfordshire","RFF",2
"E10000015","Hertfordshire","RXT",2
"E10000015","Hertfordshire","RBL",3
"E10000015","Hertfordshire","RW6",6
"E10000015","Hertfordshire","RTX",11
"E10000015","Hertfordshire","RPC",3
"E10000015","Hertfordshire","RCF",2
"E10000015","Hertfordshire","RWJ",4
"E10000015","Hertfordshire","RM3",2
"E10000015","Hertfordshire","RW1",2
"E10000015","Hertfordshire","RDY",1
"E10000015","Hertfordshire","RCU",2
"E10000015","Hertfordshire","RW4",1
"E10000015","Hertfordshire","RDR",1
"E10000015","Hertfordshire","RMC",6
"E10000015","Hertfordshire","RAT",2
"E10000015","Hertfordshire","RWW",3
"E10000015","Hertfordshire","RL4",3
"E10000015","Hertfordshire","RQ3",2
"E10000015","Hertfordshire","RA3",2
"E10000015","Hertfordshire","RT5",1
"E10000016","Kent","RVV",72500
"E10000016","Kent","RWF",48633
"E10000016","Kent","RXY",1611
"E10000016","Kent","RXC",439
"E10000016","Kent","RPC",1674
"E10000016","Kent","RJ1",1520
"E10000016","Kent","RJZ",1930
"E10000016","Kent","RPA",12571
"E10000016","Kent","RP6",145
"E10000016","Kent","R1H",271
"E10000016","Kent","RRV",189
"E10000016","Kent","RTP",188
"E10000016","Kent","RN7",26614
"E10000016","Kent","RJ7",151
"E10000016","Kent","RAL",53
"E10000016","Kent","RJ2",440
"E10000016","Kent","RPY",88
"E10000016","Kent","RQM",84
"E10000016","Kent","RJ6",45
"E10000016","Kent","RYJ",103
"E10000016","Kent","RDU",48
"E10000016","Kent","RXH",120
"E10000016","Kent","RVR",45
"E10000016","Kent","RA9",28
"E10000016","Kent","RT3",38
"E10000016","Kent","RYR",64
"E10000016","Kent","REF",57
"E10000016","Kent","RH8",39
"E10000016","Kent","RTH",36
"E10000016","Kent","RWD",25
"E10000016","Kent","RGR",31
"E10000016","Kent","RHM",40
"E10000016","Kent","RJE",15
"E10000016","Kent","RD3",31
"E10000016","Kent","RDD",97
"E10000016","Kent","RWH",25
"E10000016","Kent","RBZ",24
"E10000016","Kent","RDE",32
"E10000016","Kent","RGT",36
"E10000016","Kent","RBD",24
"E10000016","Kent","RTE",23
"E10000016","Kent","RNS",10
"E10000016","Kent","RHW",29
"E10000016","Kent","RAS",12
"E10000016","Kent","RGM",8
"E10000016","Kent","R0A",16
"E10000016","Kent","RA2",44
"E10000016","Kent","RC9",14
"E10000016","Kent","RNL",6
"E10000016","Kent","RK9",33
"E10000016","Kent","RQX",30
"E10000016","Kent","RWE",24
"E10000016","Kent","RWP",7
"E10000016","Kent","RNZ",9
"E10000016","Kent","RRK",28
"E10000016","Kent","RTR",12
"E10000016","Kent","RWG",20
"E10000016","Kent","RBA",27
"E10000016","Kent","RTK",25
"E10000016","Kent","RD8",14
"E10000016","Kent","RQ8",46
"E10000016","Kent","RWY",5
"E10000016","Kent","RN5",43
"E10000016","Kent","RP4",10
"E10000016","Kent","RXP",11
"E10000016","Kent","RXQ",19
"E10000016","Kent","RAX",33
"E10000016","Kent","RC1",10
"E10000016","Kent","RCF",6
"E10000016","Kent","RGP",24
"E10000016","Kent","RW1",6
"E10000016","Kent","RXL",6
"E10000016","Kent","RTF",17
"E10000016","Kent","RTX",8
"E10000016","Kent","RA7",25
"E10000016","Kent","RBT",5
"E10000016","Kent","RM3",3
"E10000016","Kent","RXW",11
"E10000016","Kent","RBL",5
"E10000016","Kent","RM1",25
"E10000016","Kent","REM",14
"E10000016","Kent","R1K",51
"E10000016","Kent","RA4",10
"E10000016","Kent","RAP",15
"E10000016","Kent","RDZ",32
"E10000016","Kent","RN3",18
"E10000016","Kent","RW6",7
"E10000016","Kent","RX1",14
"E10000016","Kent","RJN",3
"E10000016","Kent","RK5",12
"E10000016","Kent","RKB",10
"E10000016","Kent","RTG",10
"E10000016","Kent","RF4",34
"E10000016","Kent","RGN",25
"E10000016","Kent","RCB",22
"E10000016","Kent","RHU",35
"E10000016","Kent","RD1",22
"E10000016","Kent","RLQ",8
"E10000016","Kent","RAJ",24
"E10000016","Kent","RJL",7
"E10000016","Kent","RWK",4
"E10000016","Kent","RVJ",13
"E10000016","Kent","RCX",9
"E10000016","Kent","RVW",5
"E10000016","Kent","RA3",8
"E10000016","Kent","RAN",20
"E10000016","Kent","RMC",2
"E10000016","Kent","RQW",16
"E10000016","Kent","RKE",11
"E10000016","Kent","RBK",6
"E10000016","Kent","RFS",3
"E10000016","Kent","RNU",2
"E10000016","Kent","RTD",8
"E10000016","Kent","RWJ",6
"E10000016","Kent","RXK",12
"E10000016","Kent","RJR",6
"E10000016","Kent","RR8",10
"E10000016","Kent","RP5",8
"E10000016","Kent","RAT",4
"E10000016","Kent","R1L",2
"E10000016","Kent","RRF",6
"E10000016","Kent","RPG",18
"E10000016","Kent","NDA",50
"E10000016","Kent","R1F",21
"E10000016","Kent","RFR",4
"E10000016","Kent","RX2",7
"E10000016","Kent","RJC",11
"E10000016","Kent","RBS",1
"E10000016","Kent","RCD",8
"E10000016","Kent","RXF",3
"E10000016","Kent","RXT",1
"E10000016","Kent","RXN",5
"E10000016","Kent","RBN",5
"E10000016","Kent","RHQ",4
